;CODIGO;TP;GRUPO;DESCRICAO;U.M.;ARMZ;SALDO FISICO;;;;CURVA;;
579;M3010437;MC;M301;COLETE REFLETIVO LARANJA  FLUORESCENTE GG (C/ZIPER E S/BOLSO);UN;02;18;#REF!;2541798,17;#REF!;B;M3010437;
580;M3010439;MC;M301;COLETE REFLETIVO LARANJA  FLUORESCENTE EGG(C/ZIPER E S/BOLSO);UN;02;46;#REF!;2541798,17;#REF!;B;M3010439;
581;M3010455;MC;M301;C.A 43001 AVENTAL DE SEGURANCA TIPO BARBEIRO C/ ELASTICO;PC;02;28;#REF!;2541798,17;#REF!;A;M3010455;
582;M3010457;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº35;PC;02;5;#REF!;2541798,17;#REF!;B;M3010457;
583;M3010458;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº36;PC;02;2;#REF!;2541798,17;#REF!;B;M3010458;
584;M3010459;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº37;PC;02;5;#REF!;2541798,17;#REF!;B;M3010459;
585;M3010460;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº38;PC;02;5;#REF!;2541798,17;#REF!;B;M3010460;
586;M3010500;MC;M301;C.A 33451  CAMISA ELETRICISTA RISCO 2 NR10 - EXG;UN;02;2;#REF!;2541798,17;#REF!;B;M3010500;
587;M3010501;MC;M301;C.A 45351 CALCA ELETRICISTA RISCO 2 NR10 - EXG;UN;02;2;#REF!;2541798,17;#REF!;B;M3010501;
588;M4010023;MC;M401;VASSOURA DE PELO SINT 60CM BASE MADEI;PC;02;38;#REF!;2541798,17;#REF!;B;M4010023;
589;M4010025;MC;M401;VASSOURA NYLON 60CM S/ CABO TIPO PREFEITURA Nº2 DE MADEIRA;PC;02;43;#REF!;2541798,17;#REF!;B;M4010025;
590;M4010063;MC;M401;ESTOPA BRANCA;KG;02;50;#REF!;2541798,17;#REF!;B;M4010063;
591;M4010070;MC;M401;RETALHO PARA LIMPEZA;KG;02;152;#REF!;2541798,17;#REF!;A;M4010070;
592;M5010100;MC;M501;TALAO REQ. MATERIAL INTERNO;PC;02;30;#REF!;2541798,17;#REF!;B;M5010100;
593;M5010502;MC;M501;FICHAS 4X4 CORES (OPA) PAPEL CARTAO 180G;PC;02;750;#REF!;2541798,17;#REF!;B;M5010502;
594;M6010156;MC;M601;LIMPADOR ALCALINO DESENGRAXANTE - SOLUPAN;GL;02;14;#REF!;2541798,17;#REF!;B;M6010156;
;;;;;;; ;;;;;;
